"","ID","protname","long","lat","ECO_NAME","REALM","BIOME"
"1186",9103,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1187",9104,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1188",9105,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1189",9106,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1190",9107,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1191",9108,"Eimeria furonis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1192",9109,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1193",9110,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1194",9111,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1195",9112,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1196",9113,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1197",9114,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1198",9115,"Eimeria ictidea",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1199",9116,"Giardia intestinalis",-108.87,44.16,"Wyoming Basin shrub steppe","NA",13
"1200",9221,"Neospora caninum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1201",9254,"Toxoplasma gondii",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1202",9255,"Toxoplasma gondii",-4.03,43.2,"Cantabrian mixed forests","PA",4
"1203",9292,"Hepatozoon procyonis",-51.93,-14.24,"Cerrado","NT",7
"1204",9295,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1205",9296,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1206",9297,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1207",9298,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1208",9299,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1209",9300,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1210",9301,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1211",9302,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1212",9303,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1213",9304,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1214",9305,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1215",9306,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1216",9307,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1217",9308,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1218",9309,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1219",9310,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1220",9311,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1221",9312,"Trypanosoma cruzi",-56.15,-19.03,"Pantanal","NT",9
"1222",9313,"Trypanosoma evansi",-55.52,-11.82,"Mato Grosso seasonal forests","NT",1
"1223",9477,"Toxoplasma gondii",-6.37,52.99,"Celtic broadleaf forests","PA",4
"1224",9478,"Toxoplasma gondii",-6.37,52.99,"Celtic broadleaf forests","PA",4
"1225",9479,"Toxoplasma gondii",-93.35,37.15,"Central U.S. hardwood forests","NA",4
"1226",9522,"Cryptosporidium parvum",135.51,34.62,"Taiheiyo evergreen forests","PA",4
"1227",9655,"Eimeria pachylepyron",112.5,2.5,"Borneo lowland rain forests","IM",1
"1228",9673,"Neospora caninum",-168.39,65.89,NA,NA,NA
"1229",9674,"Toxoplasma gondii",-168.39,65.89,NA,NA,NA
"1230",9675,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1231",9755,"Neospora caninum",-120.74,47.75,"Cascade Mountains leeward forests","NA",5
"1232",9756,"Neospora caninum",-120.74,47.75,"Cascade Mountains leeward forests","NA",5
"1233",9848,"Sarcocystis americana",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1234",9849,"Sarcocystis americana",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1235",9850,"Sarcocystis americana",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1236",9851,"Sarcocystis americana",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1237",9852,"Sarcocystis americana",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1238",9853,"Sarcocystis hemioni",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1239",9854,"Sarcocystis hemioni",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1240",9855,"Sarcocystis hemioni",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1241",9856,"Sarcocystis hemioni",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1242",9857,"Sarcocystis hemioni",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1243",9858,"Sarcocystis hemionilatrantis",-114.22,47.33,"Montana Valley and Foothill grasslands","NA",8
"1244",9859,"Sarcocystis hemionilatrantis",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1245",9860,"Sarcocystis hemionilatrantis",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1246",9861,"Sarcocystis hemionilatrantis",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1247",9862,"Sarcocystis hemionilatrantis",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1248",9863,"Sarcocystis hemionilatrantis",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1249",9864,"Sarcocystis youngi",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1250",9865,"Sarcocystis youngi",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1251",9866,"Sarcocystis youngi",-109.75,45.64,"Montana Valley and Foothill grasslands","NA",8
"1252",9884,"Theileria cervi",-104.9,31.35,"Sierra Madre Oriental pine-oak forests","NA",3
"1253",9897,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"1254",9898,"Toxoplasma gondii",-120.74,47.75,"Cascade Mountains leeward forests","NA",5
"1255",9899,"Toxoplasma gondii",-103.08,41.25,"Western short grasslands","NA",8
"1256",9900,"Toxoplasma gondii",-103.72,41.2,"Western short grasslands","NA",8
"1257",10061,"Babesia bigemina",-100,25.59,"Tamaulipan matorral","NA",13
"1258",10062,"Babesia bovis",-100,25.59,"Tamaulipan matorral","NA",13
"1259",10063,"Babesia odocoilei",-95.89,31.94,"East Central Texas forests","NA",4
"1260",10064,"Babesia odocoilei",-95.89,31.94,"East Central Texas forests","NA",4
"1261",10065,"Babesia odocoilei",-76.47,36.62,"Middle Atlantic coastal forests","NA",5
"1262",10066,"Babesia odocoilei",-76.47,36.62,"Middle Atlantic coastal forests","NA",5
"1263",10067,"Babesia odocoilei",-76.47,36.62,"Middle Atlantic coastal forests","NA",5
"1264",10068,"Babesia odocoilei",-82.52,28.88,"Southeastern conifer forests","NA",5
"1265",10069,"Babesia odocoilei",-82.52,28.88,"Southeastern conifer forests","NA",5
"1266",10070,"Babesia odocoilei",-82.52,28.88,"Southeastern conifer forests","NA",5
"1267",10071,"Babesia odocoilei",-98.59,36.14,"Central and Southern mixed grasslands","NA",8
"1268",10072,"Babesia odocoilei",-94.61,36.51,"Central U.S. hardwood forests","NA",4
"1269",10073,"Babesia odocoilei",-94.81,34.15,"Ozark Mountain forests","NA",4
"1270",10074,"Babesia odocoilei",-94.5,34.5,"Ozark Mountain forests","NA",4
"1271",10075,"Babesia odocoilei",-96.01,34.53,"Ozark Mountain forests","NA",4
"1272",10076,"Babesia odocoilei",-101,31,"Western short grasslands","NA",8
"1273",10077,"Babesia odocoilei",-97.42,28.1,"Western Gulf coastal grasslands","NA",7
"1274",10078,"Babesia odocoilei",-94.32,32.55,"Piney Woods forests","NA",5
"1275",10079,"Babesia odocoilei",-99.41,28.33,"Tamaulipan mezquital","NA",13
"1276",10080,"Babesia odocoilei",-96.43,32.92,"Texas blackland prairies","NA",8
"1277",10081,"Babesia odocoilei",-99.9,31.97,"Central and Southern mixed grasslands","NA",8
"1278",10082,"Babesia odocoilei",-95.14,31.07,"Piney Woods forests","NA",5
"1279",10083,"Babesia odocoilei",-95.14,31.07,"Piney Woods forests","NA",5
"1280",10175,"Cryptosporidium parvum",-74.22,43.3,"Eastern forest-boreal transition","NA",4
"1281",10300,"Eimeria madisonensis",-81.52,27.66,"Southeastern conifer forests","NA",5
"1282",10301,"Eimeria mccordocki",-81.52,27.66,"Southeastern conifer forests","NA",5
"1283",10302,"Eimeria odocoilei",-81.52,27.66,"Southeastern conifer forests","NA",5
"1284",10464,"Neospora caninum",-89.72,43.27,"Upper Midwest forest-savanna transition","NA",4
"1285",10465,"Neospora caninum",-90.2,37.9,"Central U.S. hardwood forests","NA",4
"1286",10466,"Neospora caninum",-88.68,41.19,"Central forest-grasslands transition","NA",8
"1287",10467,"Neospora caninum",-86.9,32.32,"Southeastern mixed forests","NA",4
"1288",10468,"Neospora caninum",-91.83,35.2,"Ozark Mountain forests","NA",4
"1289",10469,"Neospora caninum",-81.52,27.66,"Southeastern conifer forests","NA",5
"1290",10470,"Neospora caninum",-82.9,32.17,"Southeastern conifer forests","NA",5
"1291",10471,"Neospora caninum",-85.29,37.53,"Central U.S. hardwood forests","NA",4
"1292",10472,"Neospora caninum",-91.96,30.98,"Mississippi lowland forests","NA",4
"1293",10473,"Neospora caninum",-76.8,39.05,"Southeastern mixed forests","NA",4
"1294",10474,"Neospora caninum",-89.4,32.35,"Southeastern mixed forests","NA",4
"1295",10475,"Neospora caninum",-91.83,37.96,"Central U.S. hardwood forests","NA",4
"1296",10476,"Neospora caninum",-79.39,35.54,"Southeastern mixed forests","NA",4
"1297",10477,"Neospora caninum",-80.9,33.92,"Middle Atlantic coastal forests","NA",5
"1298",10478,"Neospora caninum",-86.34,35.84,"Central U.S. hardwood forests","NA",4
"1299",10479,"Neospora caninum",-78.66,37.43,"Southeastern mixed forests","NA",4
"1300",10480,"Neospora caninum",-80.61,38.64,"Appalachian mixed mesophytic forests","NA",4
"1301",10660,"Sarcocystis odocoileocanis",-81.8,29.17,"Florida sand pine scrub","NA",5
"1302",10661,"Sarcocystis odocoileocanis",-85.5,30.3,"Southeastern conifer forests","NA",5
"1303",10662,"Sarcocystis odocoileocanis",-81,25.75,"Everglades","NT",9
"1304",10663,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1305",10664,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1306",10665,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1307",10666,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1308",10667,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1309",10668,"Sarcocystis odocoileocanis",-81.33,26,"South Florida rocklands","NT",1
"1310",10669,"Sarcocystis odocoileocanis",-86.9,32.32,"Southeastern mixed forests","NA",4
"1311",10707,"Theileria cervi",-96.98,36.08,"Central and Southern mixed grasslands","NA",8
"1312",10708,"Theileria cervi",-96.98,36.08,"Central and Southern mixed grasslands","NA",8
"1313",10709,"Theileria cervi",-96.98,36.08,"Central and Southern mixed grasslands","NA",8
"1314",10710,"Theileria cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"1315",10711,"Theileria cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"1316",10712,"Theileria cervi",-85.13,29.66,"Southeastern conifer forests","NA",5
"1317",10713,"Theileria cervi",-82.3,29.66,"Southeastern conifer forests","NA",5
"1318",10714,"Theileria cervi",-82.3,29.66,"Southeastern conifer forests","NA",5
"1319",10715,"Theileria cervi",-82.3,29.66,"Southeastern conifer forests","NA",5
"1320",10716,"Theileria cervi",-82.3,29.66,"Southeastern conifer forests","NA",5
"1321",10717,"Theileria cervi",-81.6,30.35,"Southeastern conifer forests","NA",5
"1322",10718,"Theileria cervi",-81.6,30.35,"Southeastern conifer forests","NA",5
"1323",10719,"Theileria cervi",-81.6,30.35,"Southeastern conifer forests","NA",5
"1324",10720,"Theileria cervi",-99.9,31.97,"Central and Southern mixed grasslands","NA",8
"1325",10721,"Theileria cervi",-95.14,31.07,"Piney Woods forests","NA",5
"1326",10722,"Theileria cervi",-95.14,31.07,"Piney Woods forests","NA",5
"1327",10726,"Toxoplasma gondii",-98.48,39.01,"Central and Southern mixed grasslands","NA",8
"1328",10727,"Toxoplasma gondii",-82.63,40.48,"Southern Great Lakes forests","NA",4
"1329",10728,"Toxoplasma gondii",-86.9,32.32,"Southeastern mixed forests","NA",4
"1330",10729,"Toxoplasma gondii",-86.9,32.32,"Southeastern mixed forests","NA",4
"1331",10730,"Toxoplasma gondii",-102.3,41.14,"Western short grasslands","NA",8
"1332",10731,"Toxoplasma gondii",-101.66,41.2,"Nebraska Sand Hills mixed grasslands","NA",8
"1333",10732,"Toxoplasma gondii",-94.69,46.73,"Western Great Lakes forests","NA",4
"1334",10733,"Toxoplasma gondii",-94.69,46.73,"Western Great Lakes forests","NA",4
"1335",10734,"Toxoplasma gondii",-94.69,46.73,"Western Great Lakes forests","NA",4
"1336",10735,"Toxoplasma gondii",-94.69,46.73,"Western Great Lakes forests","NA",4
"1337",10751,"Trypanosoma cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"1338",10752,"Trypanosoma cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"1339",10753,"Trypanosoma cervi",-85.13,29.66,"Southeastern conifer forests","NA",5
"1340",10882,"Trypanosoma perodictici",27.9,-13.2,"Central Zambezian Miombo woodlands","AT",7
"1341",10897,"Trypanosoma brucei",34.66,-7.53,"Southern Acacia-Commiphora bushlands and thickets","AT",7
"1342",10918,"Toxoplasma gondii",-106.63,69.9,"Middle Arctic tundra","NA",11
"1343",10919,"Toxoplasma gondii",-106.63,69.9,"Middle Arctic tundra","NA",11
"1344",10920,"Toxoplasma gondii",-106.63,69.9,"Middle Arctic tundra","NA",11
"1345",10921,"Toxoplasma gondii",-106.63,69.9,"Middle Arctic tundra","NA",11
"1346",10953,"Toxoplasma gondii",-6.15,39.19,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1347",10954,"Toxoplasma gondii",-3.83,38.37,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1348",10987,"Neospora caninum",15.47,49.82,"Central European mixed forests","PA",4
"1349",11001,"Toxoplasma gondii",15.47,49.82,"Central European mixed forests","PA",4
"1350",11002,"Toxoplasma gondii",15.33,49.74,"Western European broadleaf forests","PA",4
"1351",11247,"Toxoplasma gondii",-116.57,45.33,"Blue Mountains forests","NA",5
"1352",11248,"Toxoplasma gondii",-116.57,45.33,"Blue Mountains forests","NA",5
"1353",11249,"Toxoplasma gondii",-116.57,45.33,"Blue Mountains forests","NA",5
"1354",11250,"Toxoplasma gondii",-114.66,44.39,"South Central Rockies forests","NA",5
"1355",11251,"Toxoplasma gondii",-116.66,39.36,"Great Basin shrub steppe","NA",13
"1356",11252,"Toxoplasma gondii",-120.55,43.94,"Blue Mountains forests","NA",5
"1357",11253,"Toxoplasma gondii",-117.25,48.83,"North Central Rockies forests","NA",5
"1358",11254,"Toxoplasma gondii",-107.29,43.08,"Wyoming Basin shrub steppe","NA",13
"1359",11279,"Neospora caninum",-57.65,-19.01,"Chiquitano dry forests","NT",2
"1360",11280,"Neospora caninum",-52.91,-18.12,"Cerrado","NT",7
"1361",11283,"Toxoplasma gondii",-52.91,-18.12,"Cerrado","NT",7
"1362",11339,"Balantidium coli",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"1363",11340,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1364",11341,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1365",11342,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1366",11343,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1367",11344,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1368",11345,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1369",11346,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1370",11347,"Balantidium coli",29.61,-4.7,"Lake","AT",98
"1371",11352,"Chilomastix mesnili",11.66,-0.5,"Atlantic Equatorial coastal forests","AT",1
"1372",11353,"Chilomastix mesnili",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"1373",11379,"Endolimax nana",11.66,-0.5,"Atlantic Equatorial coastal forests","AT",1
"1374",11380,"Endolimax nana",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1375",11381,"Entamoeba chattoni",30.41,0.45,"Albertine Rift montane forests","AT",1
"1376",11382,"Entamoeba chattoni",30.425,0.45,"Albertine Rift montane forests","AT",1
"1377",11383,"Entamoeba chattoni",30.425,0.45,"Albertine Rift montane forests","AT",1
"1378",11384,"Entamoeba chattoni",30.425,0.45,"Albertine Rift montane forests","AT",1
"1379",11385,"Entamoeba coli",-12.2,12.683,"West Sudanian savanna","AT",7
"1380",11386,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1381",11387,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1382",11388,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1383",11389,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1384",11390,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1385",11391,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1386",11392,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1387",11393,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1388",11394,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1389",11395,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1390",11396,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1391",11397,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1392",11398,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1393",11399,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1394",11400,"Entamoeba coli",29.61,-4.7,"Lake","AT",98
"1395",11401,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"1396",11402,"Entamoeba coli",11.66,-0.5,"Atlantic Equatorial coastal forests","AT",1
"1397",11403,"Entamoeba coli",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1398",11404,"Entamoeba coli",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1399",11405,"Entamoeba coli",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1400",11406,"Entamoeba coli",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1401",11407,"Entamoeba coli",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1402",11408,"Entamoeba coli",30.425,0.45,"Albertine Rift montane forests","AT",1
"1403",11409,"Entamoeba coli",30.425,0.45,"Albertine Rift montane forests","AT",1
"1404",11410,"Entamoeba coli",-12.71,13.06,"West Sudanian savanna","AT",7
"1405",11411,"Entamoeba coli",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"1406",11412,"Entamoeba hartmanni",30.41,0.45,"Albertine Rift montane forests","AT",1
"1407",11413,"Entamoeba hartmanni",11.66,-0.5,"Atlantic Equatorial coastal forests","AT",1
"1408",11414,"Entamoeba hartmanni",30.425,0.45,"Albertine Rift montane forests","AT",1
"1409",11415,"Entamoeba hartmanni",30.425,0.45,"Albertine Rift montane forests","AT",1
"1410",11416,"Entamoeba histolytica",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"1411",11417,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1412",11418,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1413",11419,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1414",11420,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1415",11421,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1416",11422,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1417",11423,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1418",11424,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1419",11425,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1420",11426,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1421",11427,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1422",11428,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1423",11429,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1424",11430,"Entamoeba histolytica",29.61,-4.7,"Lake","AT",98
"1425",11442,"Iodamoeba butschlii",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"1426",11443,"Iodamoeba butschlii",-12.2,12.683,"West Sudanian savanna","AT",7
"1427",11444,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1428",11445,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1429",11446,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1430",11447,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1431",11448,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1432",11449,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1433",11450,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1434",11451,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1435",11452,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1436",11453,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1437",11454,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1438",11455,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1439",11456,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1440",11457,"Iodamoeba butschlii",29.61,-4.7,"Lake","AT",98
"1441",11458,"Iodamoeba butschlii",40.35583,-10.74472,"Southern Zanzibar-Inhambane coastal forest mosaic","AT",1
"1442",11459,"Iodamoeba butschlii",29.73,-6.11,"Central Zambezian Miombo woodlands","AT",7
"1443",11460,"Iodamoeba butschlii",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"1444",11513,"Pentatrichomonas hominis",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"1445",11533,"Plasmodium falciparum",27.1,1.2,"Northeastern Congolian lowland forests","AT",1
"1446",11534,"Plasmodium falciparum",14.7,2.9,"Northwestern Congolian lowland forests","AT",1
"1447",11535,"Plasmodium falciparum",29,1,"Northeastern Congolian lowland forests","AT",1
"1448",11536,"Plasmodium falciparum",24.7,-0.8,"Central Congolian lowland forests","AT",1
"1449",11537,"Plasmodium falciparum",12.1,3.7,"Northwestern Congolian lowland forests","AT",1
"1450",11538,"Plasmodium falciparum",9.9,2.6,"Atlantic Equatorial coastal forests","AT",1
"1451",11539,"Plasmodium falciparum",13.2,3.8,"Northwestern Congolian lowland forests","AT",1
"1452",11540,"Plasmodium falciparum",11.4,2.8,"Northwestern Congolian lowland forests","AT",1
"1453",11541,"Plasmodium falciparum",9.9,3.9,"Cross-Sanaga-Bioko coastal forests","AT",1
"1454",11542,"Plasmodium falciparum",11.3,2,"Atlantic Equatorial coastal forests","AT",1
"1455",11543,"Plasmodium falciparum",29.8,1.3,"Northeastern Congolian lowland forests","AT",1
"1456",11544,"Plasmodium falciparum",16.1,1.9,"Northwestern Congolian lowland forests","AT",1
"1457",11545,"Plasmodium falciparum",26.6,2.3,"Northeastern Congolian lowland forests","AT",1
"1458",11546,"Plasmodium falciparum",12.8,5,"Northern Congolian forest-savanna mosaic","AT",7
"1459",11547,"Plasmodium falciparum",21.4,4.2,"Northeastern Congolian lowland forests","AT",1
"1460",11548,"Plasmodium falciparum",15.5,2,"Northwestern Congolian lowland forests","AT",1
"1461",11549,"Plasmodium falciparum",28.1,-1.1,"Northeastern Congolian lowland forests","AT",1
"1462",11550,"Plasmodium falciparum",15.3,3.1,"Northwestern Congolian lowland forests","AT",1
"1463",11551,"Plasmodium falciparum",16.1,3.2,"Northwestern Congolian lowland forests","AT",1
"1464",11552,"Plasmodium falciparum",12.5,3.7,"Northwestern Congolian lowland forests","AT",1
"1465",11553,"Plasmodium falciparum",29.9,2.4,"Northeastern Congolian lowland forests","AT",1
"1466",11554,"Plasmodium falciparum",28.3,1.8,"Northeastern Congolian lowland forests","AT",1
"1467",11555,"Plasmodium falciparum",29.1,0.2,"Albertine Rift montane forests","AT",1
"1468",11556,"Plasmodium falciparum",26.7,-0.7,"Northeastern Congolian lowland forests","AT",1
"1469",11557,"Plasmodium falciparum",22.2,3.4,"Northeastern Congolian lowland forests","AT",1
"1470",11558,"Plasmodium falciparum",11.8,6.4,"Northern Congolian forest-savanna mosaic","AT",7
"1471",11559,"Plasmodium falciparum",27,0.1,"Northeastern Congolian lowland forests","AT",1
"1472",11560,"Plasmodium falciparum",29.1,1.3,"Northeastern Congolian lowland forests","AT",1
"1473",11561,"Plasmodium falciparum",11.8,4.5,"Northern Congolian forest-savanna mosaic","AT",7
"1474",11562,"Plasmodium falciparum",24.8,-2.1,"Central Congolian lowland forests","AT",1
"1475",11563,"Plasmodium falciparum",10.9,4.6,"Northern Congolian forest-savanna mosaic","AT",7
"1476",11564,"Plasmodium falciparum",10.9,4.6,"Northern Congolian forest-savanna mosaic","AT",7
"1477",11565,"Plasmodium falciparum",8.9,5.4,"Cross-Sanaga-Bioko coastal forests","AT",1
"1478",11566,"Plasmodium gaboni",31.55,1.73,"Victoria Basin forest-savanna mosaic","AT",7
"1479",11567,"Plasmodium gaboni",-7.08,5.75,"Western Guinean lowland forests","AT",1
"1480",11568,"Plasmodium rodhaini",-7.08,5.75,"Western Guinean lowland forests","AT",1
"1481",11569,"Plasmodium rodhaini",-7.08,5.75,"Western Guinean lowland forests","AT",1
"1482",11571,"Plasmodium reichenowi",31.55,1.73,"Victoria Basin forest-savanna mosaic","AT",7
"1483",11572,"Plasmodium reichenowi",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"1484",11573,"Plasmodium reichenowi",-9.5,6.5,"Western Guinean lowland forests","AT",1
"1485",11574,"Plasmodium reichenowi",-9.5,6.5,"Western Guinean lowland forests","AT",1
"1486",11575,"Plasmodium reichenowi",25.2,0.51,"Eastern Congolian swamp forests","AT",1
"1487",11576,"Plasmodium reichenowi",-7.08,5.75,"Western Guinean lowland forests","AT",1
"1488",11580,"Plasmodium schwetzi",25,0,"Central Congolian lowland forests","AT",1
"1489",11581,"Plasmodium schwetzi",29.5,-0.41,"Victoria Basin forest-savanna mosaic","AT",7
"1490",11582,"Plasmodium vivax",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"1491",11583,"Plasmodium vivax",-9.5,6.5,"Western Guinean lowland forests","AT",1
"1492",11584,"Plasmodium vivax",25.2,0.51,"Eastern Congolian swamp forests","AT",1
"1493",11585,"Plasmodium vivax",-7.08,5.75,"Western Guinean lowland forests","AT",1
"1494",11685,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
"1495",11686,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
"1496",11687,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
"1497",11688,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
"1498",11689,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
"1499",11690,"Troglocorys cava",29.61,-4.7,"Lake","AT",98
