ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
Plasmodium gonderi,NA,0,,-1,2,-1,2,,VR,42670,,,,0,Plasmodium gonderi      ,372,Plasmodium gonderi      ,15,"found in Cercocebus species, not infectious to humans","Sullivan et al., 2002",,VR,42670,,,,NA,0,1,No,,,,Plasmodium gonderi,0,0,1,0,Plasmodium gonderi,yes,valid name in NCBI,,NCBI 77519,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium hylobati,NA,0,,-1,2,-1,3,,VR,42670,,,,0,Plasmodium hylobati      ,155,Plasmodium hylobati      ,5,,"Collins et al., 1972",,VR,42670,,,,NA,0,1,No,,,,Plasmodium hylobati,0,0,1,0,Plasmodium hylobati,yes,valid name in NCBI,,NCBI 77520,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium inui,NA,0,,3,1,2,1,,VR,42670,2,1,"Coatney_et_al._1966_describes_""experimental_natural_transmission""_of_P._inui_to_humans.__In_the_two_patients_who_were_infected_via_Anopheles_spp_(A._maculatus_and_A._stephensi),_parasitemia_was_always_<50/mm^3_in_one_patient_and_as_high_as_2520/mm^3_in_the_other.__Patients_who_directly_received_parasitized_blood,_had_a_max_parasite_count_of_450/mm^3.__Ta_et_al._2014_says_that_P._inui_has_never_been_naturally_acquired_by_humans.__According_to_Acha_Vol_3,_pg_62+,_P._inui_has_been_excperimentally_transmitted_to_humans,_where_it_produced_very_low_levels_of_parasitemia_(cites_Collins_and_Aikawa_1977,__which_is_a_book_that_is_not_available_online).__Primarily_a_disease_in_macaques,_but_infects_humans.__Ramasamy_2014_says_""ALthough_experimentally_transmissible_to_humans,_natural_infection_with_P._inui_has_not_yet_been_documented.""",0,Plasmodium inui      ,2180,Plasmodium inui      ,48,,"Coatney et al., 1966",,VR,42670,,Coatney et al. 1966,,NA,0,1,No,,,,Plasmodium inui,0,0,1,0,Plasmodium inui,yes,valid name in NCBI,,NCBI 52288,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium jefferyi,NA,0,,-1,2,-1,3,,VR,42670,,,,0,Plasmodium jefferyi      ,56,Plasmodium jefferyi      ,0,"found in gibbons, not infectious to humans","Warren et al., 1966",,VR,42670,,,,NA,0,1,No,,,,Plasmodium jefferyi,0,0,1,0,Plasmodium jefferyi,yes,valid in papers,,Warren et al 1966,"Warren, M., Coatney, G. R., & Skinner, J. C. (1966). Plasmodium jefferyi sp. n. from Hylobates lar in Malaya.ÿThe Journal of parasitology, 9-13.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium knowlesi,NA,0,,3,1,3,1,,VR,42670,3,1,"Ramasamy_2014:_""Direct_human_to_human_transmission_of_P._knowlesi_by_anophelines_has_not_been_established_to_occur_in_nature""_but_""The_existing_data_[that_P._knowlesi_can_form_mature_gametocytes_in_the_blood_of_infected_people_and_sporozoites_of_p._knowlesi_have_been_detected_in_the_salivary_glands_of_Anopholes_dirus,_a_human_malaria_vector_in_Vietnam]_therefore_raise_the_possibility_that_human_to_human_transmission_of_P._knowlesi_may_occur_in_areas_with_a_high_density_of_P._knowlesi_zoonosis.__However,_there_is_presently_no_evidence_to_firmly_establish_that_such_transmission_takes_palce,_and_if_it_does_occur,_the_possible_rates_of_knowlesi_malaria_transmission_between_humans_and_its_epidemiological_significance_need_to_be_investigated.""__Chin_et_al._1968_did_successfully_transmit_P._knowlesi_in_an_experimental_setting_from_monkey-to-mosquito-to-human-to-mosquito-monkey_&_other_humans",0,Plasmodium knowlesi      ,16500,Plasmodium knowlesi      ,145,"prevalent among macaques and leaf monkeys, vectored by Anopheles leucosphyrus group, and causes simian malaria with some virulence in humans","Jongwutiwes et al. 2004, Vythilingam et al. 2008, White 2008",,VR,42670,,Ramasamy 2010,Chin et al. 1968,NA,0,1,No,,,,Plasmodium knowlesi,0,0,1,0,Plasmodium knowlesi,yes,valid name in NCBI,,NCBI 5850,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium rodhaini,NA,0,,-1,1,-1,3,,VR,42669,,,,0,Plasmodium rodhaini      ,2400,Plasmodium rodhaini      ,20,,"Hayakawa et al., 2009",,VR,42669,,,,NA,0,0,Yes,"P. rodhaini to synonymity with Plasmodium malariae (Contacos, Peter G., et al. ""Transmission of Plasmodium schwetzi from the chimpanzee to man by mosquito bite."" The American journal of tropical medicine and hygiene 19.2 (1970): 190-195.)",Plasmodium malariae,Plasmodium malariae,Plasmodium malariae,0,0,1,0,Plasmodium malariae,yes,valid name in NCBI,,NCBI 5858,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium petersi,NA,0,,-1,1,-1,3,,VR,42669,,,,0,Plasmodium petersi      ,16600,Plasmodium petersi      ,3,,"Poirriez et al., 1995",,VR,42669,,,,NA,0,1,No,,,,Plasmodium petersi,0,0,1,0,Plasmodium petersi,yes,valid in papers,,Poiirriez et al 1994,"Poirriez, J., Dei-Cas, E., & Landau, I. (1994). Further description of blood stages of Plasmodium petersi from Cercocebus albigena monkey.ÿFolia parasitologica,ÿ41, 168-168.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium pitheci,NA,0,,-1,1,-1,3,,VR,42669,,,,0,Plasmodium pitheci      ,137,Plasmodium pitheci      ,1,,"Kilbourn et al., 2003",,VR,42669,,,,NA,0,1,No,,,,Plasmodium pitheci,0,0,1,0,Plasmodium pitheci,yes,valid in papers,,Bray 1963,"Bray, R. S. (1963). The malaria parasites of anthropoid apes.ÿThe Journal of parasitology, 888-891.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium reichenowi,NA,0,,-1,1,-1,2,,VR,42669,,,,0,Plasmodium reichenowi      ,1640,Plasmodium reichenowi      ,91,Chimpanzee parasite,"Polley et al., 2005",,VR,42669,,,,NA,0,1,No,,,,Plasmodium reichenowi,0,0,1,0,Plasmodium reichenowi,yes,valid in papers,,Rayner et al 2011,"Rayner, J. C., Liu, W., Peeters, M., Sharp, P. M., & Hahn, B. H. (2011). A plethora of Plasmodium species in wild apes: a source of human infection?.Trends in parasitology,ÿ27(5), 222-229.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium schwetzi,NA,0,,-1,1,-1,2,,VR,42669,,,,0,Plasmodium schwetzi      ,332,Plasmodium schwetzi      ,2,,Bray 1958,,VR,42669,,,,NA,0,1,No,,,,Plasmodium schwetzi,0,0,1,0,Plasmodium schwetzi,yes,valid in papers,,Bray 1963,"Bray, R. S. (1963). The malaria parasites of anthropoid apes.ÿThe Journal of parasitology, 888-891.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium shortii,NA,0,,-1,3,-1,3,,VR,42669,,,,0,Plasmodium shortii      ,55,Plasmodium shortii      ,1,,"Leclerc et al., 2004",,VR,42669,,,,NA,0,1,No,,,,Plasmodium shortii,0,0,1,0,Plasmodium shortii,yes,valid in papers,,Leclerc et al 2004,"Leclerc, M. C., Hugot, J. P., Durand, P., & Renaud, F. (2004). Evolutionary relationships between 15 Plasmodium species from New and Old World primates (including humans): a 18S rDNA cladistic analysis.ÿParasitology,129(06), 677-684.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium simiovale,NA,0,,-1,1,0,1,,VR,42669,,,,0,Plasmodium simiovale      ,7270,Plasmodium simiovale      ,16,,"Marrelli et al., 1998",,VR,42669,,,,NA,0,1,No,,,,Plasmodium simiovale,0,0,1,0,Plasmodium simiovale,yes,valid in papers,,Leclerc et al 2004,"Leclerc, M. C., Hugot, J. P., Durand, P., & Renaud, F. (2004). Evolutionary relationships between 15 Plasmodium species from New and Old World primates (including humans): a 18S rDNA cladistic analysis.ÿParasitology,129(06), 677-684.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium simium,NA,0,,-1,1,-1,2,,VR,42669,,,,0,Plasmodium simium      ,679,Plasmodium simium      ,27,,"Deane et al., 1966",,VR,42669,,,,NA,0,1,No,,,,Plasmodium simium,0,0,1,0,Plasmodium simium,yes,valid in papers,,Eyles 196,"Eyles, D. E. (1963). The species of simian malaria: taxonomy, morphology, life cycle, and geographical distribution of the monkey species.ÿThe Journal of parasitology, 866-887.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium vivax,NA,0,,3,1,0,3,,VR,42669,0,3,"Probably_originated_in_chimpanzees_and_gorillas_in_Africa_(Liu_et_al._2013).__Some_new_world_monkeys_(Aotus_and_Saimiri_spp)_can_be_infected_with_""natural_or_adapted_strains_of_the_plasmodia_that_normally_affect_humans""_says_Acha_vol_3,_pg.__63...although_P._cynomolgi_is_very_similar_to_P._vivax_and_people_may_have_trouble_differentiating.__BUT,_from_Ramasamy_2014:_""The_greater_similarity_of_human_P._vivax_to_ape_P._vivax_than_human_P._falciparum_to_gorilla_P._praefalciparum,_suggests_that_there_may_be_continuing_corss-species_exchange_of_P._vivax_between_humans_and_apes_in_tropical_Africa.""__However,_since_P._vivax_is_a_huge_problem_predominantly_outside_of_Africa_(where_more_people_are_Duffy_antigen_positive),_this_disease_can_clearly_be_maintained_in_people_sans_non-human_vertebrate_reservoir.__Not_sure_what_to_score_it,_then.__A_0?_Not_necessarily_the_same_sp,_or_possible_same_spp_but_different_strains?_Also_from_Ramasamy_2014:_""Zoonosis_was_recently_confirmed_by_sequence_analysis_of_parasite_DNA_from_a_Caucasian_European_traveler,_who_contracted_P._vivax-like_malaria_while_working_in_the_Central_African_Republic,_which_showed_that_the_parasite_had_SNPs_characteristic_of_ape_and_not_human_P._vivax_[citation].__P._vivax_with_SNPs_reportedly_characteristic_of_human_P._vivax_has_been_identified_in_African_apes_confirming_that_the_reverse_transfer_is_also_possible.""__So_possibly_some_non-human_-_to_-_human_transfer_happening_in_Africa,_but_most_of_the_disease_exists_outside_of_this_occurence",0,Plasmodium vivax      ,71800,Plasmodium vivax      ,6310,"main host is humans, found worldwide",Escalante et al. 1995 Table 1,Gideon,VR,42669,,Liu et al. 2013,Ramasamy 2014,NA,0,1,No,,,,Plasmodium vivax,0,0,1,0,Plasmodium vivax,yes,valid name in NCBI,,NCBI 5855,,Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Plasmodium youngi,NA,0,,-1,1,-1,1,,VR,42669,,,,0,Plasmodium youngi      ,307,Plasmodium youngi      ,0,,"Warren et al., 1966",,VR,42669,,,,NA,0,1,No,,,,Plasmodium youngi,0,0,1,0,Plasmodium youngi,yes,valid in papers,,Leclerc et al 2004,"Leclerc, M. C., Hugot, J. P., Durand, P., & Renaud, F. (2004). Evolutionary relationships between 15 Plasmodium species from New and Old World primates (including humans): a 18S rDNA cladistic analysis.ÿParasitology,129(06), 677-684.",Protozoa,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,
Retortamonas intestinalis,NA,0,,2,1,0,2,,VR,42664,0,1,"Flagged_because_not_necessarily_in_non-humans,_so_""0""_might_not_be_correct.__According_to_CDC,_R._intestinalis_is_a_nonpathogenic_flagellate_that_lives_in_the_gastrointestinal_tract_(although_Kawamura_et_al._2001_found_it_in_bile/pancreatic_juice).__People_acquire_it_via_consumption_of_contaminated_water_and_food_or_via_hands/formites_with_infective_cycles.__From_CDC's_diagram,_looks_like_it_is_maintained_sans_animal_reservoir:__http://www.cdc.gov/dpdx/retortamonas/.__There_is_a_Giardia_intestinalis_on_GIDEON,_but_not_sure_why_original_scorers_thought_it_was_the_same_as_R._intestinalis?__Kawamura_et_al._2001_describe_a_case_where_the_infected_man_lived_in_an_urban_area_and_kept_a_dog,_but_had_no_contact_with_other_domestic_animals.__R._intestinalis_is_usually_associated_with_a_warm_climate_and_poor_sanitation.__!!!!_IMP:_""The_presense_of_this_protozoon_has_not_been_reported_in_nonhuman_hosts""",0,Retortamonas intestinalis      ,327,Retortamonas intestinalis      ,5,,Kawamura et al. 2001,Gideon,VR,42664,,,,NA,0,1,No,,,,Retortamonas intestinalis,1,1,0,0,Retortamonas intestinalis,yes,valid in papers,,Hogue 1936,"Hogue, M. J. (1936). Four races of Retortamonas (Embadomonas) intestinalis.American Journal of Epidemiology,ÿ23(1), 80-84.",Protozoa,Metamonada,Eopharyngia,Retortamonadida,Retortamonadidae,
Sarcocystis alceslatrans,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis alceslatrans      ,40,Sarcocystis alceslatrans      ,4,,Dahlgren and Gjerde 2009,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis alceslatrans,0,1,0,1,Sarcocystis alceslatrans,yes,valid name in NCBI,,NCBI 501320,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis americana,NA,0,,,,-1,2,,VR,42662,,,,0,Sarcocystis americana      ,624,Sarcocystis americana      ,4,,Foreyt 1989,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis americana,0,1,0,1,Sarcocystis americana,yes,valid in book,,Dubey et al 2015,"Dubey, J. P., Calero-Bernal, R., Rosenthal, B. M., Speer, C. A., & Fayer, R. (2015).ÿSarcocystosis of animals and humans. CRC press.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis arctosi,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis arctosi      ,2580,Sarcocystis arctosi      ,3,,"Dubey et al., 2007",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis arctosi,0,1,0,1,Sarcocystis arctosi,yes,valid name in NCBI,,NCBI 461494,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis arieticanis,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis arieticanis      ,274,Sarcocystis arieticanis      ,30,,"Dubey et al., 1988",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis arieticanis,0,1,0,1,Sarcocystis arieticanus,yes,valid name in NCBI,,NCBI 5815,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis axicuonis,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis axicuonis      ,4,Sarcocystis axicuonis      ,1,,"Jog et al., 2005",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis axicuonis,0,1,0,1,Sarcocystis axicuonis,yes,valid in papers,,Jog et al 2005,"Jog, M. M., Marathe, R. R., Goel, S. S., Ranade, S. P., Kunte, K. K., & Watve, M. G. (2005). Sarcocystosis of chital (Axis axis) and dhole (Cuon alpinus): ecology of a mammalian prey?predator?parasite system in Peninsular India.ÿJournal of tropical ecology,ÿ21(04), 479-482.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis camelopardalis,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis camelopardalis      ,88,Sarcocystis camelopardalis      ,1,,"Bengis et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis camelopardalis,0,1,0,1,Sarcocystis camelopardalis,yes,valid in book,,Dubey et al 2015,"Dubey, J. P., Calero-Bernal, R., Rosenthal, B. M., Speer, C. A., & Fayer, R. (2015).ÿSarcocystosis of animals and humans. CRC press.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis capracanis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis capracanis      ,926,Sarcocystis capracanis      ,43,,"Morsy et al., 2011",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis capracanis,0,1,0,1,Sarcocystis capracanis,yes,valid name in NCBI,,NCBI 5816,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis capreolicanis,NA,3,,,,-1,3,,VR,42662,,,,0,Sarcocystis capreolicanis      ,71,Sarcocystis capreolicanis      ,5,,Gjerde 2012,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis capreolicanis,0,1,0,1,Sarcocystis capreolicanis,yes,valid name in NCBI,,NCBI 1080796,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis danzani,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis danzani      ,4,Sarcocystis danzani      ,0,,"Odening et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis danzani,0,1,0,1,Sarcocystis danzani,yes,valid in book,,Dubey et al 2015,"Dubey, J. P., Calero-Bernal, R., Rosenthal, B. M., Speer, C. A., & Fayer, R. (2015).ÿSarcocystosis of animals and humans. CRC press.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis dubeyella,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis dubeyella      ,8,Sarcocystis dubeyella      ,1,,"Stolte et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis dubeyella,0,1,0,1,Sarcocystis dubeyella,yes,valid in book,,Dubey et al 2015,"Dubey, J. P., Calero-Bernal, R., Rosenthal, B. M., Speer, C. A., & Fayer, R. (2015).ÿSarcocystosis of animals and humans. CRC press.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis elegans,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis elegans      ,505,Sarcocystis elegans      ,0,,"Merino et al., 2008",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis elegans,0,1,0,0,Sarcocystis elegans,yes,found in Smithsonian,,USNM # 1364301,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis felis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis felis      ,2060,Sarcocystis felis      ,56,,Gillis 2003,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis felis,0,1,0,1,Sarcocystis felis,yes,valid name in NCBI,,NCBI 223365,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis fusiformis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis fusiformis      ,739,Sarcocystis fusiformis      ,67,,Fayer and Johnson 1973,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis fusiformis,0,1,0,1,Sarcocystis fusiformis,yes,valid name in NCBI,,NCBI 27988,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis gazellae,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis gazellae      ,221,Sarcocystis gazellae      ,1,,"Odening et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis gazellae,0,1,0,1,Sarcocystis gazellae,yes,"found mainly in ungulate papers, but was still a valid species as of at least 1998",,Odening et al. 1998,"Odening, K., Rudolph, M., Quandt, S., Bengis, R. G., Bockhardt, I., & Viertel, D. (1998). Sarcocystis spp. in antelopes from southern Africa. Acta protozoologica, 37, 149-158.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis giraffae,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis giraffae      ,131,Sarcocystis giraffae      ,1,,"Bengis et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis giraffae,0,1,0,1,Sarcocystis giraffae,yes,all references seem to go back to species description,,Bengis et al. 1998,"Bengis, R. G., Odening, K., Stolte, M., Quand, S., & Bockhardt, I. (1998). Three new Sarcocystis species, Sarcocystis giraffae, S. klaseriensis, and S. camelopardalis (Protozoa: Sarcocystidae) from the giraffe (Giraffa camelopardalis) in South Africa. The Journal of parasitology, 562-565.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis grueneri,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis grueneri      ,70,Sarcocystis grueneri      ,4,,Gjerde 1985,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis grueneri,0,1,0,1,Sarcocystis grueneri,yes,valid name in NCBI,,NCBI 425658,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis hemioni,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis hemioni      ,13,Sarcocystis hemioni      ,0,,"Dubey et al., 1983",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis hemioni,0,1,0,1,Sarcocystis hemioni,yes,found only in ungulate papers and species description,,Dubey and Speer 1986,"Dubey, J. P., & Speer, C. A. (1986). Sarcocystis infections in mule deer (Odocoileus hemionus) in Montana and the descriptions of three new species. American journal of veterinary research, 47(5), 1052-1055.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis hemionilatrantis,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis hemionilatrantis      ,71,Sarcocystis hemionilatrantis      ,5,,Hudkins and Kistner 1977,,VR,42661,,,,NA,0,1,No,,,,Sarcocystis hemionilatrantis,0,1,0,1,Sarcocystis hemionilatrantis,yes,valid in book,,Dubey et al 2015,"Dubey, J. P., Calero-Bernal, R., Rosenthal, B. M., Speer, C. A., & Fayer, R. (2015).ÿSarcocystosis of animals and humans. CRC press.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis hominis,NA,0,,0,1,1,1,,VR,42661,,,,0,Sarcocystis hominis      ,2170,Sarcocystis hominis      ,62,,Gideon,Gideon,VR,42661,,,,NA,0,1,No,,,,Sarcocystis hominis,0,1,0,1,Sarcocystis hominis,yes,valid name in NCBI,,NCBI 61650,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis kirkpatricki,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis kirkpatricki      ,326,Sarcocystis kirkpatricki      ,3,,"Snyder et al., 1990",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis kirkpatricki,0,1,0,1,Sarcocystis kirkpatricki,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis klaseriensis,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis klaseriensis      ,9,Sarcocystis klaseriensis      ,1,,"Bengis et al., 1998",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis klaseriensis,0,1,0,1,Sarcocystis klaseriensis,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis melampi,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis melampi      ,4,Sarcocystis melampi      ,1,,"Junker et al., 2015",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis melampi,0,1,0,1,Sarcocystis melampi,yes,valid in papers,,Junker et al. 2015,"Junker, K., Horak, I. G., & Penzhorn, B. (2015). History and development of research on wildlife parasites in southern Africa, with emphasis on terrestrial mammals, especially ungulates. International Journal for Parasitology: Parasites and Wildlife, 4(1), 50-70.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis mephitisi,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mephitisi      ,16,Sarcocystis mephitisi      ,1,,"Dubey et al., 2002",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis mephitisi,0,1,0,1,Sarcocystis mephitisi,yes,found only in carnivore papers,,Dubey et al. 2002,"Dubey, J. P., Hamir, A. N., & Topper, M. J. (2002). Sarcocystis mephitisi n. sp.(Protozoa: Sarcocystidae), Sarcocystis neurona-like and Toxoplasma-like infections in striped skunks (Mephitis mephitis). Journal of Parasitology, 88(1), 113-117.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis mongolica,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mongolica      ,9,Sarcocystis mongolica      ,0,,"Stolte et al., 1998",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis mongolica,0,1,0,1,Sarcocystis mongolica,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis neurona,NA,0,,0,1,-1,2,,VR,42661,,,,0,Sarcocystis neurona      ,2860,Sarcocystis neurona      ,555,,"Dubey et al., 1991",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis neurona,0,1,0,1,Sarcocystis neurona,yes,valid name in NCBI,,NCBI 42890,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis odocoileocanis,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis odocoileocanis      ,35,Sarcocystis odocoileocanis      ,3,,"Lindsay et al., 1988",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis odocoileocanis,0,1,0,1,Sarcocystis odocoileocanis,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis phacochoeri,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis phacochoeri      ,11,Sarcocystis phacochoeri      ,1,,"Stolte et al., 1998",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis phacochoeri,0,1,0,1,Sarcocystis phacochoeri,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis rangi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis rangi      ,67,Sarcocystis rangi      ,5,,Khan and Evans 2006,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis rangi,0,1,0,1,Sarcosystis rangi,yes,valid name in NCBI,,NCBI 425659,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis sebeki,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis sebeki      ,38,Sarcocystis sebeki      ,6,,Tadros and Laarman 1979,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis sebeki,0,1,0,1,Sarcocystis sebeki,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
